ID,Estilo,Acabamento,PosDir,Instrumentos,Interior,Malas,Desempenho,Motor,Cambio,Freios,Suspensao,Consumo,Estabilidade,CustoBeneficio,Recomendacao,AvGeral
5937cd48,9,5,9,8,9,10,8,10,10,9,10,10,10,9,10,9.066666666666666
67eed6a4,8,8,8,8,7,8,10,10,9,9,7,10,8,8,10,8.533333333333333
37f9d0e9,8,7,8,8,9,9,7,7,7,8,8,8,8,8,8,7.866666666666666
0363c375,7,7,5,9,8,7,7,9,9,8,8,7,8,9,9,7.8
42428bc9,8,8,9,8,9,9,8,8,8,9,9,8,8,9,10,8.533333333333333
dc9ad65f,8,2,4,5,8,9,6,6,2,5,7,7,8,8,7,6.133333333333334
9a1c0ca2,5,2,7,4,7,7,5,1,3,2,3,7,5,2,0,4.0
e48c414a,10,8,9,10,7,9,8,10,10,8,8,6,7,8,8,8.4
8d023b95,8,8,9,9,9,10,9,8,9,8,9,7,9,6,8,8.4
b9caa835,7,7,9,8,9,8,5,6,7,8,4,6,8,9,9,7.333333333333333
92404dc6,8,7,9,10,8,8,8,8,8,8,9,9,9,9,9,8.466666666666667
dfd65873,9,8,10,10,8,10,10,10,6,7,7,4,6,9,9,8.2
b40c23d4,10,8,10,8,10,10,8,7,7,9,10,10,10,9,10,9.066666666666666
b7e887ed,9,8,10,8,10,10,7,8,8,8,9,10,9,10,9,8.866666666666667
b27eb6ff,9,9,7,6,8,8,9,9,8,8,7,7,8,6,6,7.666666666666667
6992729b,10,9,9,10,10,10,10,9,9,10,10,8,10,9,10,9.533333333333333
ff46b67e,8,7,8,9,8,8,5,2,6,2,7,3,5,5,3,5.733333333333333
f0316725,6,8,8,8,7,7,10,7,8,10,8,7,9,7,8,7.866666666666666
a1a4d8a6,8,8,10,9,10,10,7,10,7,8,9,9,8,9,9,8.733333333333333
e45546a8,8,7,7,7,10,10,8,8,8,7,8,8,8,8,9,8.066666666666666
cb06a022,7,3,3,7,5,8,7,7,8,7,4,7,6,6,5,6.0
cb30f3c3,8,6,7,7,7,9,8,8,7,7,7,6,8,8,7,7.333333333333333
f0cbefcf,8,8,9,9,7,6,8,9,9,7,8,8,9,5,7,7.8
2d25ce08,10,8,10,8,10,9,9,8,9,10,10,9,10,5,10,9.0
22dbfafe,6,7,5,6,8,7,10,10,9,9,9,9,8,9,8,8.0
cc06a9de,9,4,7,5,9,9,2,4,3,3,5,0,5,1,1,4.466666666666667
cee1e3ed,8,8,10,8,8,9,8,7,9,9,9,8,8,9,9,8.466666666666667
15d4a908,8,7,9,9,9,9,8,9,6,6,9,8,8,8,9,8.133333333333333
52ec2f74,8,6,7,7,6,7,6,7,5,5,6,2,7,6,2,5.8
f0be4c41,9,7,8,7,9,9,8,7,6,8,7,4,6,6,7,7.2
7b4f578b,8,6,7,7,9,8,6,8,8,7,6,7,7,10,10,7.6
8237c13e,10,7,10,10,10,10,10,7,10,10,6,10,10,10,10,9.333333333333334
439c32dd,9,7,8,8,8,8,9,9,9,7,7,7,7,8,8,7.933333333333334
323c4d55,7,7,8,9,8,8,5,6,7,7,7,8,7,8,8,7.333333333333333
52d79e9c,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,9.866666666666667
610017eb,10,6,10,10,10,10,8,7,10,8,9,10,10,6,10,8.933333333333334
ea774b32,10,10,10,10,10,10,6,10,9,9,10,10,10,10,10,9.6
51e9b553,10,8,10,10,10,10,10,10,8,8,10,10,10,5,10,9.266666666666667
c8c7ffb5,10,9,9,9,9,10,8,7,6,9,9,9,9,7,8,8.533333333333333
e994c69f,9,6,9,8,8,8,7,7,9,8,10,8,7,9,9,8.133333333333333
8cbeac4b,10,10,10,10,7,8,8,10,7,7,8,6,10,7,7,8.333333333333334
9c600cc5,9,7,8,6,7,9,9,7,7,6,9,8,8,8,8,7.733333333333333
41495ed8,9,8,10,10,10,10,10,9,10,10,9,8,10,8,10,9.4
dde277ec,7,6,10,7,10,10,5,7,7,6,10,9,7,10,10,8.066666666666666
fe2a651a,8,4,8,8,4,9,4,4,5,5,6,2,6,6,6,5.666666666666667
9c4097b9,7,6,9,9,9,8,6,8,6,8,8,6,9,7,8,7.6
c38bfced,9,6,10,9,9,10,9,9,9,8,10,8,10,8,10,8.933333333333334
f1caf21a,9,8,9,9,9,10,8,8,8,8,10,8,9,9,10,8.8
1d6c6df1,9,8,10,10,10,10,9,9,9,10,9,10,8,8,10,9.266666666666667
58fcd7ed,10,9,10,8,9,10,8,10,8,9,9,8,7,7,9,8.733333333333333
9f476787,8,8,10,9,7,9,8,7,6,8,8,8,9,10,10,8.333333333333334
1cf39f17,8,7,9,9,8,10,8,7,8,7,9,8,9,8,10,8.333333333333334
8255f34c,8,4,8,4,7,8,6,5,4,7,8,3,7,7,5,6.066666666666666
fa8e71f3,9,7,9,9,9,9,7,7,7,8,9,8,8,8,9,8.2
6ff17fd3,10,8,10,9,9,10,8,8,9,9,10,5,8,8,9,8.666666666666666
c1215fbb,8,7,10,6,7,10,8,9,7,8,8,8,9,8,10,8.2
c97cc8d3,9,7,10,9,10,10,7,7,9,8,10,9,9,9,9,8.8
a151c1af,10,6,8,9,8,7,7,8,8,6,9,9,8,9,9,8.066666666666666
cd55a803,8,5,9,6,9,7,6,5,5,5,5,7,7,8,8,6.666666666666667
fbcb7073,8,7,8,10,8,10,6,7,5,8,7,8,7,7,7,7.533333333333333
82870ae4,8,8,10,8,9,10,7,7,7,8,8,3,7,8,8,7.733333333333333
dda2d1a9,8,8,10,8,9,9,8,9,9,8,9,10,9,8,9,8.733333333333333
366f3752,10,9,10,10,10,10,7,10,9,9,10,10,10,5,7,9.066666666666666
e2419594,9,8,10,10,9,9,9,10,8,9,9,9,10,9,9,9.133333333333333
d91bee9d,8,8,10,10,10,10,6,8,8,8,10,10,9,10,10,9.0
2af61d26,8,6,10,9,10,10,8,10,7,8,10,8,10,7,8,8.6
e2f39858,7,7,9,9,8,9,10,9,9,10,7,10,7,10,9,8.666666666666666
76c60385,9,8,10,8,9,8,9,9,9,9,9,6,8,9,10,8.666666666666666
d9ea0e60,4,1,1,6,2,6,5,7,6,5,6,7,4,6,1,4.466666666666667
d7121b93,6,7,6,8,8,4,5,8,8,8,7,3,7,5,5,6.333333333333333
de345434,7,6,7,8,10,8,7,8,7,7,10,8,9,10,10,8.133333333333333
6dc6f0fb,10,8,8,8,8,7,8,8,7,8,8,8,6,8,8,7.866666666666666
bbc25778,9,7,9,9,9,9,9,8,9,9,9,9,9,7,9,8.666666666666666
2d74cef9,8,5,10,8,5,10,9,10,10,10,10,8,6,8,8,8.333333333333334
011929bd,8,8,8,8,8,7,9,8,8,8,8,8,8,8,8,8.0
406ac830,10,7,10,8,8,7,8,8,10,10,10,7,8,6,8,8.333333333333334
1725959f,9,7,9,8,9,9,8,9,10,10,9,8,8,9,10,8.8
621079b7,8,8,8,7,10,10,9,9,9,8,7,10,9,10,10,8.8
c3fbff8a,8,6,9,10,10,10,8,9,9,7,9,8,8,9,9,8.6
a0228c01,8,7,10,9,10,10,7,8,8,8,9,7,8,8,8,8.333333333333334
6a5aae10,8,7,10,9,8,10,4,5,6,7,9,2,8,6,4,6.866666666666666
110c03eb,9,7,10,8,10,10,8,7,7,7,8,8,9,9,9,8.4
5fdf5e7d,9,8,9,9,8,10,9,9,8,9,9,8,9,9,9,8.8
67a6c0e4,10,7,10,8,8,10,7,8,8,9,10,10,10,9,10,8.933333333333334
ca8d5269,8,5,9,8,10,10,2,2,4,8,8,7,6,5,4,6.4
518657c0,8,8,8,9,10,10,10,10,8,8,9,10,9,8,10,9.0
8660640a,8,8,10,8,10,10,8,8,8,8,10,7,9,10,10,8.8
a118980c,8,7,10,8,9,8,8,7,5,5,7,7,9,5,8,7.4
ce5b1c7e,8,8,8,8,9,9,9,8,8,8,10,7,8,8,8,8.266666666666667
e89c4038,10,8,10,9,10,10,9,10,10,10,10,10,8,9,10,9.533333333333333
423a36e7,9,8,10,10,10,10,9,9,9,9,10,1,9,8,9,8.666666666666666
2c309519,9,8,9,7,10,10,9,6,6,7,7,7,5,8,8,7.733333333333333
828df8eb,9,7,7,8,8,8,6,6,5,8,7,5,6,8,7,7.0
c83b5a55,10,9,10,9,10,10,9,10,9,10,10,10,10,10,10,9.733333333333333
2d948630,9,8,9,8,8,9,9,9,8,9,8,8,8,7,9,8.4
9066dc0c,9,7,10,10,10,10,10,9,9,9,9,10,10,9,9,9.333333333333334
2abffcfc,8,8,10,8,7,7,7,7,7,9,8,10,10,8,10,8.266666666666667
f4fd3ec2,10,9,10,9,9,7,8,8,10,10,10,9,9,9,9,9.066666666666666
0b4c5445,7,3,9,7,9,8,5,5,5,8,8,6,8,6,2,6.4
8c6bab87,10,9,10,9,10,10,10,10,9,10,10,10,10,10,10,9.8
cc0238d8,8,7,8,8,8,9,7,8,8,8,9,7,9,8,9,8.066666666666666
e27cdd32,6,5,8,8,8,8,7,7,7,7,6,6,6,7,10,7.066666666666666
f0d014cb,7,5,10,8,5,10,0,0,3,0,8,6,4,3,0,4.6
e5241aea,10,9,10,10,10,10,10,9,9,9,10,8,9,9,10,9.466666666666667
ed69b6de,8,8,8,8,10,10,9,9,9,8,9,10,9,9,10,8.933333333333334
18f678b9,5,3,4,6,7,7,2,0,5,0,3,7,7,1,0,3.8
828c0a67,9,7,10,8,7,10,9,9,9,10,10,9,9,9,10,9.0
49ad42ca,7,7,8,6,8,8,5,7,7,7,7,8,7,7,7,7.066666666666666
8d1ecf81,4,0,2,0,0,2,0,0,0,0,3,0,3,0,0,0.9333333333333333
e7e5cb4a,8,6,7,7,10,10,9,10,9,9,9,10,9,10,10,8.866666666666667
913741eb,9,4,1,5,8,8,1,5,8,7,7,9,7,5,7,6.066666666666666
de514528,6,3,6,4,6,6,5,5,5,7,6,5,6,5,3,5.2
a1835713,10,9,10,8,9,10,8,7,7,8,7,7,8,10,10,8.533333333333333
22a920a2,8,5,8,7,8,10,9,9,9,7,9,5,8,7,9,7.866666666666666
ea92bc0d,9,7,10,6,6,6,7,6,10,8,10,6,7,7,7,7.466666666666667
7cde612e,7,6,8,8,7,9,4,9,8,5,6,7,8,3,8,6.866666666666666
98b01db5,10,9,10,8,10,10,10,9,10,9,10,6,8,8,10,9.133333333333333
523b3b0f,10,7,10,8,10,9,8,8,9,9,9,3,8,5,7,8.0
39df0117,7,6,8,4,6,10,6,7,7,6,4,2,4,5,6,5.866666666666666
a1c14082,6,3,7,5,5,10,6,5,7,6,6,6,7,7,6,6.133333333333334
dcec5ed4,9,5,9,8,5,9,6,1,5,5,7,8,8,6,5,6.4
4cda17d7,8,7,8,9,8,8,5,5,7,8,6,0,7,7,8,6.733333333333333
13df8e2f,7,6,7,8,9,10,7,9,5,6,7,8,7,7,7,7.333333333333333
e3dd8b4d,8,5,8,9,9,8,9,7,6,7,5,8,8,0,0,6.466666666666667
441d4244,9,6,6,8,6,8,7,9,9,8,9,7,8,9,9,7.866666666666666
18e8cdb7,8,7,7,7,10,10,10,8,8,7,10,7,10,8,8,8.333333333333334
ade27fea,10,4,9,7,8,8,6,5,7,6,8,8,6,8,8,7.2
010dcb9c,9,7,8,9,9,10,9,8,8,10,9,9,9,9,10,8.866666666666667
62ad5c30,9,9,9,10,10,9,9,8,10,8,9,8,8,8,8,8.8
0cbfff5e,9,8,9,10,10,9,8,8,9,9,8,7,9,9,9,8.733333333333333
4bc4fd5e,9,8,10,8,9,10,9,8,9,8,9,10,9,8,10,8.933333333333334
c4c44c20,10,8,9,10,10,10,8,9,8,9,9,7,8,8,9,8.8
a4ccb400,8,7,9,9,10,10,9,9,9,9,10,9,9,10,10,9.133333333333333
e03ae960,10,8,9,9,10,10,0,0,8,9,10,8,6,5,5,7.133333333333334
4c807c91,8,6,9,8,10,8,7,7,8,8,8,7,9,6,8,7.8
d9cd5554,6,9,7,7,10,10,9,10,8,10,9,9,8,10,10,8.8
00e41b6b,8,7,9,8,8,8,8,9,9,8,9,7,9,8,8,8.2
b8f7ceb0,10,10,10,9,9,8,8,10,8,8,10,6,9,8,10,8.866666666666667
b2dd26bf,9,7,7,7,7,9,8,9,8,9,8,10,10,9,9,8.4
b21c5610,9,8,9,8,8,8,7,8,9,8,8,6,9,9,9,8.2
92d087a4,10,6,10,8,10,10,7,8,8,10,10,5,8,7,10,8.466666666666667
8a3725d9,10,5,2,8,10,10,1,5,5,10,10,1,1,1,5,5.6
93191867,8,7,7,7,8,8,8,8,7,8,7,7,7,8,8,7.533333333333333
6832de58,8,8,9,8,8,9,8,8,7,8,9,9,8,7,9,8.2
c59bc688,0,0,5,3,1,10,1,2,3,5,5,1,7,0,0,2.8666666666666667
be790fda,7,7,8,8,9,7,7,6,7,8,8,9,7,7,7,7.466666666666667
f4725475,8,7,7,7,8,6,7,8,8,8,8,7,6,6,5,7.066666666666666
6c29c55b,8,8,8,7,8,7,5,5,9,7,7,5,8,7,7,7.066666666666666
f14eef74,9,9,10,9,9,9,8,9,8,9,9,9,9,9,9,8.933333333333334
d3dd1c74,7,5,9,9,8,8,6,4,6,5,5,8,7,10,9,7.066666666666666
4f2601a9,9,7,8,9,8,8,8,7,10,8,8,9,6,8,10,8.2
b3722e4c,9,8,8,8,10,10,9,9,9,9,9,8,8,9,9,8.8
f832fd10,7,5,7,6,7,7,4,5,5,6,7,4,7,5,5,5.8
ee9f9d6c,8,7,9,7,8,10,5,8,8,7,8,8,8,7,8,7.733333333333333
d111da63,8,6,7,6,8,9,8,8,8,7,8,6,8,8,8,7.533333333333333
6171138f,9,7,8,9,10,10,8,8,7,8,9,7,7,8,8,8.2
5aa3e92b,7,5,8,8,9,10,8,4,5,5,6,8,7,8,8,7.066666666666666
eed316d1,8,7,9,9,9,9,10,5,9,9,9,8,9,8,8,8.4
b1bdb7b6,7,5,5,5,7,5,4,4,5,4,5,3,4,4,4,4.733333333333333
7a92a52a,10,8,10,8,10,9,6,6,7,9,10,10,8,7,10,8.533333333333333
90620534,9,7,9,8,8,9,8,8,9,10,10,9,9,9,10,8.8
4b0daf25,10,9,9,10,10,10,9,9,9,9,9,8,10,8,10,9.266666666666667
f427a1c5,8,7,10,9,8,10,8,9,10,9,9,10,8,8,8,8.733333333333333
17c25c74,6,1,5,5,5,8,6,5,7,6,5,7,6,4,3,5.266666666666667
165522a1,8,8,8,8,10,9,7,7,8,7,8,5,7,8,8,7.733333333333333
9f8cc8ad,8,8,9,9,9,9,8,8,9,9,9,7,8,10,9,8.6
038b64e0,8,4,7,7,8,8,7,7,7,6,6,4,7,6,6,6.533333333333333
b39e4fff,8,5,8,3,8,7,2,4,8,6,9,3,5,6,6,5.866666666666666
659e19d0,9,9,9,8,10,10,10,7,7,7,8,10,9,9,10,8.8
a88dd869,10,8,10,9,10,10,10,8,8,10,10,8,9,7,10,9.133333333333333
94eaeef3,8,9,9,6,8,9,8,8,8,8,7,8,9,8,9,8.133333333333333
7bede1eb,10,8,10,10,10,10,9,10,10,9,10,10,9,10,10,9.666666666666666
ccd81b1c,6,3,4,5,4,8,5,1,1,7,5,2,6,1,0,3.8666666666666667
297610ee,10,9,7,8,10,10,10,10,10,8,10,7,8,9,10,9.066666666666666
a08492b8,8,8,7,8,9,8,7,2,8,8,8,7,8,2,0,6.533333333333333
2f855f5a,8,8,9,8,7,9,7,6,7,6,8,7,7,7,7,7.4
dc330779,10,9,10,10,10,9,8,9,10,10,10,10,10,9,10,9.6
83afda03,9,10,10,9,10,10,9,10,10,10,9,9,10,9,9,9.533333333333333
c5b94b82,10,7,9,8,10,10,7,8,8,2,9,6,8,9,9,8.0
8db8919a,9,8,10,9,9,9,9,9,8,8,9,9,8,8,9,8.733333333333333
be34e342,8,1,8,2,3,8,3,1,4,5,5,8,6,1,1,4.266666666666667
ccdeda99,6,5,8,8,8,9,10,6,7,10,8,7,10,3,7,7.466666666666667
ccb303cf,10,6,9,8,9,7,8,8,8,8,8,5,8,8,7,7.8
9a342b51,10,9,10,10,10,10,3,8,8,8,8,0,6,4,0,6.933333333333334
51542f33,8,7,7,7,7,7,2,2,3,3,4,4,4,3,0,4.533333333333333
fe090bae,9,8,10,9,9,10,7,7,8,9,9,9,9,10,9,8.8
1c665903,8,3,2,9,3,9,6,3,8,8,8,8,9,6,7,6.466666666666667
3503ba0c,9,7,3,9,7,10,9,1,5,9,9,8,10,1,1,6.533333333333333
6679c88c,10,9,10,10,10,10,10,9,10,8,9,8,9,10,10,9.466666666666667
b5aef420,10,8,9,7,7,10,8,8,8,7,7,7,10,5,8,7.933333333333334
c8eccb07,9,8,9,7,8,8,8,9,9,9,9,8,9,9,9,8.533333333333333
5f7ff9a4,7,7,7,6,7,7,7,5,6,3,6,6,6,5,0,5.666666666666667
a610dc98,10,9,10,10,10,9,9,9,10,10,10,9,9,9,10,9.533333333333333
fec7923e,10,7,9,10,10,10,8,9,9,10,10,7,8,10,10,9.133333333333333
dd32eaa7,9,6,10,10,9,10,9,4,8,5,8,0,3,5,7,6.866666666666666
bbe518b3,7,6,6,7,7,8,7,6,7,5,3,2,7,5,4,5.8
97bdec84,10,8,9,8,10,10,9,9,9,7,10,8,9,10,10,9.066666666666666
f94f1410,8,7,10,9,9,10,9,8,10,8,9,10,10,10,10,9.133333333333333
fde05346,9,8,8,8,8,9,8,9,7,6,9,5,8,9,9,8.0
2f97f54f,9,7,10,9,9,9,8,8,7,10,9,7,9,7,9,8.466666666666667
513c2328,8,6,8,9,7,10,5,5,7,7,8,8,6,5,6,7.0
5c277319,8,8,9,9,9,9,4,1,7,9,9,8,8,4,2,6.933333333333334
37942381,8,8,8,10,10,10,8,8,5,7,8,7,10,7,8,8.133333333333333
e51a71a5,8,6,9,8,9,9,0,0,8,8,8,0,9,0,0,5.466666666666667
37f5d10d,10,5,4,10,10,10,10,4,5,8,0,9,10,8,6,7.266666666666667
1c81d84e,8,5,7,7,7,4,5,4,4,8,8,5,5,4,4,5.666666666666667
70e7084d,9,3,10,8,5,10,8,9,8,8,8,8,8,9,9,8.0
a57a35bb,8,9,10,10,9,10,8,8,9,9,10,8,8,8,10,8.933333333333334
cdc0eacc,10,7,10,9,9,10,8,8,9,8,9,8,10,10,9,8.933333333333334
eea687d1,8,9,10,8,10,10,8,8,10,10,9,10,9,7,8,8.933333333333334
641dc47a,9,5,9,9,8,8,7,7,7,6,8,4,9,6,7,7.266666666666667
6882d3ae,10,8,10,10,10,10,8,7,9,8,9,9,9,7,10,8.933333333333334
7082f1cd,10,6,8,8,6,9,1,4,0,9,1,2,2,7,0,4.866666666666666
3ceed5c1,10,9,10,10,10,8,9,8,10,9,10,7,8,9,10,9.133333333333333
5ca8de65,9,8,10,10,8,10,8,7,9,9,10,10,10,10,10,9.2
f45caf8b,9,8,9,9,8,10,8,7,8,9,9,5,8,7,8,8.133333333333333
d483bfce,10,6,10,10,10,10,5,6,7,8,8,7,7,7,5,7.733333333333333
a91df2fb,10,9,9,9,10,10,7,7,9,8,8,9,9,7,9,8.666666666666666
10626b4f,8,3,8,8,8,7,6,4,4,7,7,6,8,6,3,6.2
d5ba97fb,9,8,9,9,9,10,8,8,9,9,9,9,8,8,10,8.8
7a9e5c12,9,8,8,9,10,9,8,8,7,9,9,7,9,8,9,8.466666666666667
91e57031,10,7,10,9,10,10,8,7,8,9,9,7,7,5,10,8.4
fa294c79,9,6,10,5,6,7,10,10,7,10,10,9,10,7,10,8.4
be0d244d,8,7,7,9,8,10,8,8,8,6,6,7,6,8,9,7.666666666666667
692da60e,10,7,9,7,9,10,8,8,10,7,10,7,8,8,8,8.4
23a29dcd,8,2,7,6,9,10,7,7,7,6,3,6,7,8,7,6.666666666666667
3e7fd16f,8,7,10,7,9,10,7,9,8,9,9,7,9,6,9,8.266666666666667
81b7a5e0,2,2,3,6,4,7,8,8,5,7,6,8,2,4,3,5.0
78d5a0bd,7,3,6,5,7,8,5,6,8,8,9,5,7,5,5,6.266666666666667
b0bff5b5,7,8,8,8,9,7,7,7,7,5,6,6,6,7,7,7.0
977f9e9a,6,4,7,5,5,7,4,7,5,7,5,3,7,5,5,5.466666666666667
c9886d07,9,5,10,9,9,10,9,8,8,10,10,8,10,9,9,8.866666666666667
408706ab,8,6,7,6,9,10,6,6,8,7,7,6,7,4,7,6.933333333333334
ed6e78d6,9,7,6,7,10,9,10,8,6,7,9,8,8,9,8,8.066666666666666
b62bd300,10,7,10,3,10,10,10,10,8,7,9,9,9,10,10,8.8
7ae6acd1,9,9,9,9,9,9,9,9,9,9,10,9,9,10,10,9.2
f88d1bc9,9,9,10,8,10,9,9,5,7,6,8,3,8,7,7,7.666666666666667
766fea66,3,7,6,8,7,7,1,5,7,7,7,8,8,8,7,6.4
652dd269,8,8,9,8,8,8,7,8,7,9,10,7,7,9,9,8.133333333333333
20170fe1,9,6,9,10,10,10,7,5,8,10,10,4,9,10,9,8.4
ef378800,9,8,9,9,9,8,8,8,8,8,9,8,9,7,8,8.333333333333334
5af850f6,8,7,10,8,9,9,8,8,9,8,9,10,9,7,7,8.4
d027c97d,10,7,9,9,10,10,9,9,10,9,9,10,8,9,10,9.2
8b66a5a3,5,5,5,0,5,7,0,0,0,0,5,5,5,5,0,3.1333333333333333
e3756890,9,8,10,9,9,9,9,8,8,10,9,8,8,8,9,8.733333333333333
0774809a,8,8,10,9,10,10,9,9,8,8,8,8,8,8,10,8.733333333333333
f9f240bb,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0
ae499551,7,6,7,4,4,5,6,0,0,7,5,0,4,4,0,3.933333333333333
66f4c9cf,8,7,7,8,9,9,6,6,6,7,7,2,6,6,7,6.733333333333333
0fdac1dc,6,5,7,8,7,7,8,8,8,8,9,8,9,10,10,7.866666666666666
80a17119,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9.866666666666667
65ffa1aa,9,9,10,10,10,9,8,7,10,8,9,9,10,10,10,9.2
560d3cfe,9,9,8,10,10,10,9,10,8,8,9,10,9,10,10,9.266666666666667
453abc60,9,9,10,10,9,10,10,10,10,10,9,8,8,10,10,9.466666666666667
43d3d0d2,6,4,4,4,3,2,3,1,2,2,2,5,5,3,0,3.066666666666667
de5917a7,8,5,9,8,8,10,7,8,8,8,8,9,9,7,9,8.066666666666666
b711bb07,6,6,9,8,9,10,3,3,5,3,8,3,4,0,3,5.333333333333333
7fdab9b4,9,9,9,9,9,10,8,9,8,10,8,9,8,8,10,8.866666666666667
3eb630e5,9,1,8,8,9,9,7,7,8,8,8,8,5,5,5,7.0
fb708a5c,8,5,8,7,7,8,8,9,7,6,8,9,6,8,8,7.466666666666667
efc2e6c8,9,9,9,8,9,9,8,7,7,7,9,3,8,6,5,7.533333333333333
2e85dd38,6,5,6,6,8,6,7,8,8,7,7,9,7,1,4,6.333333333333333
e2b4035f,9,9,9,9,9,10,9,8,8,8,10,9,8,10,10,9.0
863d6d21,10,8,10,8,10,10,8,8,10,10,10,10,8,8,10,9.2
68956dfd,9,0,5,4,8,8,6,0,6,6,6,0,4,4,0,4.4
9e9dc72a,6,6,7,5,6,8,6,6,5,6,7,6,7,6,6,6.2
ecd7b2d9,10,7,10,8,10,10,8,8,6,8,10,2,9,8,8,8.133333333333333
c6d38e4c,10,10,10,8,10,10,8,8,9,8,10,10,10,10,10,9.4
22174398,8,6,4,6,7,8,8,7,7,5,7,7,8,5,6,6.6
fb7e9ece,8,6,9,9,8,10,7,7,8,8,8,9,8,8,8,8.066666666666666
8554db3d,8,5,10,9,9,10,8,8,9,10,9,7,7,5,8,8.133333333333333
7fd0caab,8,7,9,8,8,10,7,7,8,9,9,6,9,9,9,8.2
14cdd95b,9,8,7,8,8,9,9,9,9,9,9,8,8,9,9,8.533333333333333
f85d25fd,10,8,10,10,10,9,8,8,9,9,8,10,5,8,8,8.666666666666666
7352500b,9,8,8,8,8,8,9,7,9,9,10,8,8,8,8,8.333333333333334
81431ae3,9,7,10,8,8,8,6,6,6,7,9,8,9,7,8,7.733333333333333
5132522f,8,7,7,6,9,9,8,8,7,7,10,8,9,7,7,7.8
7f216f31,8,8,8,8,8,8,7,8,7,8,9,9,8,8,8,8.0
8e4e2c87,8,4,6,7,8,10,8,5,5,7,7,7,7,7,7,6.866666666666666
110adf4f,8,8,8,8,9,9,7,7,8,8,9,7,8,9,9,8.133333333333333
50354fd5,10,6,7,8,7,8,6,7,7,7,8,5,9,7,7,7.266666666666667
291e0808,9,9,10,10,10,9,9,0,6,5,8,6,8,5,0,6.933333333333334
d7150ce6,10,10,10,10,9,9,10,10,9,10,10,8,9,9,10,9.533333333333333
e752f5f1,8,2,3,4,8,8,7,5,5,3,1,5,3,3,3,4.533333333333333
135e21ac,9,7,9,8,8,8,7,7,7,9,8,5,8,8,7,7.666666666666667
72ba651a,7,6,6,6,9,6,4,6,6,3,4,5,0,4,0,4.8
4cd876b0,10,9,10,9,10,9,8,8,8,9,9,9,9,10,10,9.133333333333333
c92d8f0f,10,1,10,8,2,10,10,2,2,5,5,5,4,2,5,5.4
0d72c96d,9,6,9,8,9,9,7,7,9,8,9,9,9,7,9,8.266666666666667
1d6fbf8a,10,10,9,8,10,10,7,9,9,9,10,5,10,9,10,9.0
6b26047a,8,6,9,8,9,9,8,8,7,7,8,8,9,8,8,8.0
393c085f,8,7,7,6,9,9,9,8,8,7,8,8,7,9,9,7.933333333333334
30fe99fd,7,5,8,4,10,10,7,8,5,4,10,8,8,8,10,7.466666666666667
e29fb9f4,8,8,8,2,9,9,9,9,6,8,10,8,8,6,7,7.666666666666667
05af1e61,9,8,9,8,8,10,8,8,9,8,9,9,8,9,9,8.6
e385bcb3,9,6,9,7,8,10,7,6,7,8,8,5,8,7,7,7.466666666666667
978ff0b0,10,8,10,7,8,10,5,5,8,8,8,10,10,5,10,8.133333333333333
3be168c5,10,8,10,9,10,9,10,10,10,8,10,9,8,9,10,9.333333333333334
7d197e96,10,9,10,9,10,9,9,8,9,10,10,8,9,9,10,9.266666666666667
6617ed8c,8,1,8,5,7,10,7,4,8,8,0,2,10,9,0,5.8
767c521c,7,7,4,7,5,5,6,6,7,4,9,6,6,7,5,6.066666666666666
8758318b,8,3,8,8,8,8,3,3,8,8,5,1,7,5,0,5.533333333333333
da7f8a57,9,7,9,9,10,10,9,10,10,9,9,9,8,9,9,9.066666666666666
3420e668,10,9,10,10,9,10,10,10,9,9,10,10,9,9,10,9.6
4a0669bb,10,10,10,9,10,10,9,8,9,9,10,8,9,7,10,9.2
ef8c35b5,9,6,9,7,8,8,6,9,8,7,8,10,9,8,0,7.466666666666667
f6fd7bbc,8,7,9,8,8,9,7,8,7,8,8,8,9,9,9,8.133333333333333
479f2c42,8,5,5,6,8,6,1,1,5,5,2,5,5,0,2,4.266666666666667
3eccedd4,8,8,8,8,9,10,8,7,8,8,9,6,9,8,8,8.133333333333333
cd5b2572,9,3,10,9,10,10,1,9,10,7,10,9,9,7,1,7.6
5e705034,8,7,4,6,7,8,1,6,4,8,7,7,6,3,0,5.466666666666667
a210fbd2,5,4,10,5,6,7,6,6,6,6,7,6,6,5,4,5.933333333333334
3571e4c0,8,7,7,8,9,9,7,6,7,6,7,7,8,8,9,7.533333333333333
c316c2f7,10,8,10,10,10,10,7,10,7,7,7,6,8,6,9,8.333333333333334
2bcc38fb,8,7,8,8,7,7,4,6,7,8,8,6,7,7,7,7.0
7d886b58,8,7,8,8,9,10,6,9,7,9,10,10,9,6,10,8.4
6f2730ce,8,6,10,8,9,10,8,8,8,9,10,9,10,9,9,8.733333333333333
59ed3a7d,7,6,8,8,9,8,8,9,7,6,7,10,9,8,10,8.0
98bea8d6,8,7,8,8,9,9,8,7,8,9,9,7,9,8,8,8.133333333333333
6f357884,9,7,10,10,10,10,8,9,7,9,10,10,10,9,10,9.2
82c67164,7,7,8,8,7,7,5,3,6,5,5,6,8,6,5,6.2
